ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
812,0h 21m 30s,5/5/2011 8:21,Front/Yonge (Hockey Hall of Fame),7048,5/5/2011 8:42,Bay St / Bloor St W,7029,T01240,L7L 1S4,Subscriber
908,1h 8m 27s,5/5/2011 10:39,Bay St / Bloor St W,7029,5/5/2011 11:47,Bay St / Bloor St W,7029,T01240,,Casual
1275,0h 12m 16s,5/5/2011 16:47,Bay St / Bloor St W,7029,5/5/2011 16:59,Edward St / Yonge St,7041,T01240,,Casual
1333,0h 7m 47s,5/5/2011 17:22,Edward St / Yonge St,7041,5/5/2011 17:29,Bond St / Queen St E,7045,T01240,M4Y 1H9,Casual
1399,0h 9m 10s,5/5/2011 18:10,Bond St / Queen St E,7045,5/5/2011 18:19,Navy Wharf Ct. / Bremner Blvd.,7054,T01240,M4Y 1H9,Casual
2863,1h 16m 14s,5/7/2011 12:47,York St / Queens Quay W,7076,5/7/2011 14:03,University Ave / King St W,7005,T01240,,Casual
3078,0h 23m 6s,5/7/2011 14:20,University Ave / King St W,7005,5/7/2011 14:43,College St / Borden St,7023,T01240,,Casual
3266,0h 18m 36s,5/7/2011 15:32,College St / Borden St,7023,5/7/2011 15:50,Madison Ave / Bloor St W,7003,T01240,,Casual
3339,0h 36m 45s,5/7/2011 16:01,Madison Ave / Bloor St W,7003,5/7/2011 16:37,Madison Ave / Bloor St W,7003,T01240,,Casual
3457,2h 15m 22s,5/7/2011 16:43,Madison Ave / Bloor St W,7003,5/7/2011 18:58,King St W / Spadina Ave,7010,T01240,,Casual
4315,0h 31m 35s,5/8/2011 11:36,Queen St / Ossington Ave,7035,5/8/2011 12:08,Bloor St / Brunswick Ave,7061,T01240,,Casual
4749,3h 22m 8s,5/8/2011 14:57,Bloor St / Brunswick Ave,7061,5/8/2011 18:19,Yonge St. / Lakeshore Ave. E.,7067,T01240,,Casual
5285,0h 7m 19s,5/8/2011 18:38,Yonge St. / Lakeshore Ave. E.,7067,5/8/2011 18:45,Front St W / Blue Jays Way,7059,T01240,,Casual
5298,1h 33m 10s,5/8/2011 18:52,Front St W / Blue Jays Way,7059,5/8/2011 20:25,Front St W / Blue Jays Way,7059,T01240,,Casual
5537,0h 10m 52s,5/9/2011 7:30,Front St W / Blue Jays Way,7059,5/9/2011 7:41,Bond St / Queen St E,7045,T01240,,Casual
5680,0h 11m 14s,5/9/2011 10:28,Navy Wharf Ct. / Bremner Blvd.,7054,5/9/2011 10:39,Lower Jarvis St / The Esplanade,7001,T01240,M4Y 0A6,Casual
5829,0h 31m 53s,5/9/2011 13:45,Lower Jarvis St / The Esplanade,7001,5/9/2011 14:17,Euclid Ave / Bloor St,7040,T01240,L4C 6N9,Subscriber
5889,0h 14m 42s,5/9/2011 14:45,Euclid Ave / Bloor St,7040,5/9/2011 14:59,University Ave / King St W,7005,T01240,M4Y 2X3,Casual
6245,31h 51m 10s,5/9/2011 18:42,University Ave / King St W,7005,5/11/2011 2:33,King St W / Spadina Ave,7010,T01240,M5V 3T2,Subscriber
7662,0h 4m 47s,5/11/2011 8:24,King St W / Spadina Ave,7010,5/11/2011 8:29,University Ave / King St W,7005,T01240,M4E3X9,Casual
8211,0h 11m 36s,5/11/2011 17:31,University Ave / King St W,7005,5/11/2011 17:42,Dundas / Yonge St.,7038,T01240,,Casual
8336,4h 3m 18s,5/11/2011 18:31,Dundas / Yonge St.,7038,5/11/2011 22:34,Queens Quay W / Dan Leckie Way,7075,T01240,,Casual
8851,0h 12m 32s,5/12/2011 9:55,Queens Quay W / Dan Leckie Way,7075,5/12/2011 10:08,Queen St / Ossington Ave,7035,T01240,,Casual
9532,0h 8m 17s,5/12/2011 22:14,Queen St / Ossington Ave,7035,5/12/2011 22:22,Madison Ave / Bloor St W,7003,T01240,M5R2T1,Subscriber
12953,2h 8m 29s,5/18/2011 12:13,Navy Wharf Ct. / Bremner Blvd.,7054,5/18/2011 14:22,Navy Wharf Ct. / Bremner Blvd.,7054,T01240,,Casual
13762,0h 11m 8s,5/19/2011 8:44,Navy Wharf Ct. / Bremner Blvd.,7054,5/19/2011 8:55,Queen St / Ossington Ave,7035,T01240,M6G1Y8,Subscriber
14524,0h 13m 56s,5/19/2011 17:39,Queen St / Ossington Ave,7035,5/19/2011 17:53,Lower Simcoe St / Lakeshore Blvd W,7043,T01240,M5J2X1,Subscriber
15356,0h 13m 0s,5/20/2011 8:38,Lower Simcoe St / Lakeshore Blvd W,7043,5/20/2011 8:51,Queen St / Ossington Ave,7035,T01240,M5J 2X1,Casual
16146,0h 8m 58s,5/20/2011 17:08,Queen St / Ossington Ave,7035,5/20/2011 17:17,Dundas / Yonge St.,7038,T01240,L1T 2M4,Casual
16523,0h 10m 52s,5/20/2011 19:26,Dundas / Yonge St.,7038,5/20/2011 19:37,Church St / Bloor St E,7034,T01240,M4Y 1T5,Casual
16679,18h 0m 48s,5/20/2011 20:51,Church St / Bloor St E,7034,5/21/2011 14:52,Ted Rogers Way / Bloor St E,7025,T01240,,Casual
18234,0h 4m 9s,5/21/2011 14:56,Ted Rogers Way / Bloor St E,7025,5/21/2011 15:00,Bay St / Bloor St W,7029,T01240,M4T1G6,Casual
20609,0h 17m 9s,5/22/2011 15:17,Bay St / Bloor St W,7029,5/22/2011 15:34,Queen St / Portland St,7049,T01240,L4J8S4,Casual
21468,0h 24m 45s,5/22/2011 20:18,Phoebe St / Spadina Ave,7020,5/22/2011 20:43,Front St W / Blue Jays Way,7059,T01240,,Casual
21546,0h 34m 50s,5/22/2011 20:50,Front St W / Blue Jays Way,7059,5/22/2011 21:25,Lower Simcoe St / Lakeshore Blvd W,7043,T01240,,Casual
22758,0h 25m 43s,5/23/2011 15:41,Lower Simcoe St / Lakeshore Blvd W,7043,5/23/2011 16:06,King St E / Jarvis St,7009,T01240,,Casual
22908,0h 8m 2s,5/23/2011 16:26,King St E / Jarvis St,7009,5/23/2011 16:34,Widmer St / Adelaide St ,7017,T01240,M5A 2M5,Casual
25004,0h 4m 16s,5/24/2011 21:39,University Ave / Gerrard St W,7047,5/24/2011 21:44,Bay St / College St,7006,T01240,M4Y 2G9,Casual
26178,0h 15m 32s,5/25/2011 17:47,Temperance St / Yonge St,7019,5/25/2011 18:03,Queens Quay W / Dan Leckie Way,7075,T01240,M5V1A8,Casual
26395,0h 9m 32s,5/25/2011 19:48,Queens Quay W / Dan Leckie Way,7075,5/25/2011 19:58,Bathurst / Queens Quay (Island Airport),7071,T01240,M5T 1B3,Casual
27454,0h 8m 13s,5/26/2011 19:14,Bathurst / Queens Quay (Island Airport),7071,5/26/2011 19:22,Church St / Monteith St ,7058,T01240,M5A 1N1,Casual
27484,0h 5m 4s,5/26/2011 19:26,Church St / Monteith St ,7058,5/26/2011 19:31,Jarvis St / Isabella St,7031,T01240,M4Y1P1,Casual
29243,1h 56m 51s,5/28/2011 11:32,Jarvis St / Isabella St,7031,5/28/2011 13:29,Lower Jarvis St / The Esplanade,7001,T01240,,Casual
30836,0h 10m 16s,5/28/2011 23:10,Bloor St / Brunswick Ave,7061,5/28/2011 23:20,Madison Ave / Bloor St W,7003,T01240,,Casual
30911,0h 20m 12s,5/29/2011 2:11,Madison Ave / Bloor St W,7003,5/29/2011 2:31,Niagara St./Queen W. (Richmond),7046,T01240,,Casual
34394,0h 24m 10s,5/30/2011 21:24,Niagara St./Queen W. (Richmond),7046,5/30/2011 21:49,Queen St W / Spadina Ave,7069,T01240,,Casual
34445,0h 10m 4s,5/30/2011 21:51,Queen St W / Spadina Ave,7069,5/30/2011 22:01,Queen St / Ossington Ave,7035,T01240,,Casual
34587,0h 11m 59s,5/31/2011 0:31,Queen St / Ossington Ave,7035,5/31/2011 0:43,Bond St / Queen St E,7045,T01240,M5C 3H8,Casual
39534,0h 1m 16s,6/2/2011 12:55,Bond St / Queen St E,7045,6/2/2011 12:56,Bond St / Queen St E,7045,T01240,M5C 1N8,Casual
39627,0h 16m 59s,6/2/2011 13:54,Bond St / Queen St E,7045,6/2/2011 14:11,Dockside Dr / Queens Quay E.,7068,T01240,,Casual
40275,20h 24m 59s,6/2/2011 18:10,Dockside Dr / Queens Quay E.,7068,6/3/2011 14:35,Queen St W / Shaw St,7072,T01240,,Casual
48185,0h 13m 40s,6/6/2011 15:59,Bond St / Queen St E,7045,6/6/2011 16:13,Augusta Ave / Dundas St W,7032,T01240,M5C 3H8,Casual
50060,0h 8m 32s,6/7/2011 13:02,Augusta Ave / Dundas St W,7032,6/7/2011 13:11,University Ave / Gerrard St W,7047,T01240,M5T2N2,Casual
50538,0h 3m 53s,6/7/2011 16:43,University Ave / Gerrard St W,7047,6/7/2011 16:47,Edward St / Yonge St,7041,T01240,M5T 2Y9,Casual
51517,0h 1m 33s,6/7/2011 21:34,Edward St / Yonge St,7041,6/7/2011 21:36,Edward St / Yonge St,7041,T01240,M5S 2J6,Subscriber
51523,0h 1m 18s,6/7/2011 21:37,Edward St / Yonge St,7041,6/7/2011 21:38,Edward St / Yonge St,7041,T01240,M5S 2J6,Subscriber
51531,0h 0m 6s,6/7/2011 21:40,Edward St / Yonge St,7041,6/7/2011 21:40,Edward St / Yonge St,7041,T01240,M5S 2J6,Subscriber
51540,0h 15m 7s,6/7/2011 21:44,Edward St / Yonge St,7041,6/7/2011 21:59,Spadina Ave / Sussex Ave,7074,T01240,M5S 2J6,Subscriber
52361,0h 5m 26s,6/8/2011 10:58,Spadina Ave / Sussex Ave,7074,6/8/2011 11:03,College St / Major St,7078,T01240,M5V 2W8,Casual
52468,0h 7m 18s,6/8/2011 11:56,College St / Major St,7078,6/8/2011 12:03,King St W / Spadina Ave,7010,T01240,M5V 2W8,Casual
52545,0h 33m 45s,6/8/2011 12:23,King St W / Spadina Ave,7010,6/8/2011 12:57,King St W / Spadina Ave,7010,T01240,M5R2X7,Casual
53153,0h 8m 37s,6/8/2011 16:58,King St W / Spadina Ave,7010,6/8/2011 17:07,Front/Yonge (Hockey Hall of Fame),7048,T01240,L5L 1M4,Casual
54499,0h 15m 16s,6/9/2011 9:04,Front/Yonge (Hockey Hall of Fame),7048,6/9/2011 9:19,Queen St / Ossington Ave,7035,T01240,L6H 3H5,Subscriber
55981,0h 7m 4s,6/9/2011 19:31,Sherbourne St / Wellesley St,7042,6/9/2011 19:38,College St / Borden St,7023,T01240,,Casual
56861,0h 18m 1s,6/10/2011 9:41,College St / Borden St,7023,6/10/2011 9:59,Elizabeth St / Edward St,7012,T01240,M4X 1W6,Casual
57823,0h 10m 23s,6/10/2011 16:25,Bremner Blvd / Rees St,7018,6/10/2011 16:35,Lower Jarvis St / The Esplanade,7001,T01240,M5A4E8,Casual
62379,0h 9m 30s,6/12/2011 15:45,Euclid Ave / Bloor St,7040,6/12/2011 15:54,College St / Major St,7078,T01240,M5G2A1,Casual
