ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
204132,0h 17m 13s,8/10/2011 9:35,Front/Yonge (Hockey Hall of Fame),7048,8/10/2011 9:52,Queens Quay W / Dan Leckie Way,7075,C00112,,Casual
204248,0h 12m 18s,8/10/2011 10:26,Queens Quay W / Dan Leckie Way,7075,8/10/2011 10:39,Queen St W / Spadina Ave,7069,C00112,M5V2V9,Casual
205473,0h 7m 3s,8/10/2011 18:27,Queen St W / Spadina Ave,7069,8/10/2011 18:34,King St W / Spadina Ave,7010,C00112,M5V2Y6,Casual
205731,0h 13m 32s,8/10/2011 19:54,King St W / Spadina Ave,7010,8/10/2011 20:08,Gould St / Mutual St,7028,C00112,M5B 2J4,Casual
206271,0h 5m 19s,8/11/2011 7:49,Gould St / Mutual St,7028,8/11/2011 7:55,Bay St / Albert St,7021,C00112,M5B2L2,Subscriber
206988,0h 4m 21s,8/11/2011 12:54,Bay St / Albert St,7021,8/11/2011 12:59,Ft. York / Capreol Crt.,7000,C00112,M5V3T1,Casual
207073,0h 12m 22s,8/11/2011 13:30,Ft. York / Capreol Crt.,7000,8/11/2011 13:43,King St W / Spadina Ave,7010,C00112,M5V 1E3,Subscriber
207188,0h 8m 23s,8/11/2011 14:20,King St W / Spadina Ave,7010,8/11/2011 14:28,University Ave / King St W,7005,C00112,M4Y3G5,Casual
207438,0h 12m 44s,8/11/2011 16:11,University Ave / King St W,7005,8/11/2011 16:24,Navy Wharf Ct. / Bremner Blvd.,7054,C00112,M4Y 2T3,Casual
208583,0h 18m 10s,8/11/2011 22:45,Navy Wharf Ct. / Bremner Blvd.,7054,8/11/2011 23:03,College St / Major St,7078,C00112,M6G2P6,Subscriber
208656,0h 7m 21s,8/11/2011 23:40,College St / Major St,7078,8/11/2011 23:47,Madison Ave / Bloor St W,7003,C00112,,Casual
208950,3h 49m 28s,8/12/2011 8:23,Ted Rogers Way / Bloor St E,7025,8/12/2011 12:13,Sherbourne / Carlton (Allan Gardens),7014,C00112,,Casual
210799,0h 6m 17s,8/12/2011 19:03,Sherbourne / Carlton (Allan Gardens),7014,8/12/2011 19:10,Gerrard St E / Church St,7079,C00112,M5B1Y6,Casual
211701,0h 1m 49s,8/13/2011 10:24,Gerrard St E / Church St,7079,8/13/2011 10:25,Granby St / Yonge St,7077,C00112,M5B1J6,Casual
211770,0h 12m 37s,8/13/2011 11:01,Granby St / Yonge St,7077,8/13/2011 11:14,Bathurst St / Dundas St,7037,C00112,,Casual
212320,0h 27m 59s,8/13/2011 14:33,Bathurst St / Dundas St,7037,8/13/2011 15:01,Jarvis St / Carleton St,7055,C00112,,Casual
212913,0h 13m 43s,8/13/2011 17:35,Jarvis St / Carleton St,7055,8/13/2011 17:49,Dockside Dr / Queens Quay E.,7068,C00112,M4Y 3C4,Casual
212972,1h 1m 20s,8/13/2011 17:58,Dockside Dr / Queens Quay E.,7068,8/13/2011 18:59,Front St W / Blue Jays Way,7059,C00112,,Casual
213211,0h 4m 57s,8/13/2011 19:26,Front St W / Blue Jays Way,7059,8/13/2011 19:31,Lower Simcoe St / Lakeshore Blvd W,7043,C00112,M6G2Y7,Subscriber
213323,0h 12m 15s,8/13/2011 20:11,Lower Simcoe St / Lakeshore Blvd W,7043,8/13/2011 20:23,University Ave / King St W,7005,C00112,M6S 1R7,Casual
213380,0h 24m 44s,8/13/2011 20:36,University Ave / King St W,7005,8/13/2011 21:01,Elizabeth St / Edward St,7012,C00112,,Casual
213511,0h 6m 40s,8/13/2011 21:56,Elizabeth St / Edward St,7012,8/13/2011 22:02,Gould St / Mutual St,7028,C00112,,Casual
213804,0h 7m 36s,8/14/2011 2:40,Gould St / Mutual St,7028,8/14/2011 2:48,Jarvis St / Isabella St,7031,C00112,M4Y2H9,Casual
214092,0h 8m 59s,8/14/2011 11:15,Jarvis St / Isabella St,7031,8/14/2011 11:24,Madison Ave / Bloor St W,7003,C00112,M4Y2H9,Subscriber
214191,0h 3m 22s,8/14/2011 12:09,Madison Ave / Bloor St W,7003,8/14/2011 12:12,St George St / Bloor St W,7002,C00112,,Casual
214413,0h 20m 0s,8/14/2011 13:49,St George St / Bloor St W,7002,8/14/2011 14:09,Church St / Monteith St ,7058,C00112,,Casual
215157,0h 20m 22s,8/14/2011 18:58,Simcoe St / Wellington St W,7057,8/14/2011 19:19,Bloor St / Brunswick Ave,7061,C00112,,Casual
