ID,Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Zip Code,Subscription Type
83,0h 7m 25s,5/3/2011 21:04,Church St / Monteith St ,7058,5/3/2011 21:12,Jarvis St / Carleton St,7055,T01550,M4Y 3C4,Casual
102,0h 3m 56s,5/4/2011 3:55,Jarvis St / Carleton St,7055,5/4/2011 3:59,Jarvis St / Carleton St,7055,T01135,M4Y2G9,Casual
228,0h 11m 44s,5/4/2011 12:57,King St W / Bay St,7015,5/4/2011 13:09,Jarvis St / Carleton St,7055,T01345,M4Y 3C5,Casual
226,0h 12m 13s,5/4/2011 12:57,King St W / Bay St,7015,5/4/2011 13:09,Jarvis St / Carleton St,7055,T01097,M4Y 3C5,Casual
547,0h 5m 3s,5/4/2011 18:43,Navy Wharf Ct. / Bremner Blvd.,7054,5/4/2011 18:48,Jarvis St / Carleton St,7055,T01097,M5B2M4,Casual
705,0h 12m 46s,5/4/2011 21:58,Simcoe St / Wellington St W,7057,5/4/2011 22:10,Jarvis St / Carleton St,7055,T01183,M5S2N3,Casual
729,0h 30m 55s,5/4/2011 22:42,Ft. York / Capreol Crt.,7000,5/4/2011 23:13,Jarvis St / Carleton St,7055,T01528,M4Y 2V6,Subscriber
744,0h 3m 8s,5/4/2011 23:44,Jarvis St / Carleton St,7055,5/4/2011 23:47,Jarvis St / Carleton St,7055,T01183,M4Y2G9,Casual
977,0h 11m 53s,5/5/2011 12:20,Widmer St / Adelaide St ,7017,5/5/2011 12:32,Jarvis St / Carleton St,7055,T01873,M5A 2L1,Casual
1097,0h 17m 28s,5/5/2011 13:46,Widmer St / Adelaide St ,7017,5/5/2011 14:04,Jarvis St / Carleton St,7055,T01638,M1W3C8,Casual
1180,0h 7m 16s,5/5/2011 15:25,Bond St / Queen St E,7045,5/5/2011 15:32,Jarvis St / Carleton St,7055,T01896,,Casual
1242,0h 7m 17s,5/5/2011 16:24,University Ave / College St,7062,5/5/2011 16:31,Jarvis St / Carleton St,7055,T01643,M4X 1P4,Casual
1343,0h 7m 57s,5/5/2011 17:35,Edward St / Yonge St,7041,5/5/2011 17:43,Jarvis St / Carleton St,7055,T01871,,Casual
1351,0h 5m 45s,5/5/2011 17:37,Church St / Bloor St E,7034,5/5/2011 17:43,Jarvis St / Carleton St,7055,T01397,M4Y2X4,Casual
1492,2h 7m 51s,5/5/2011 19:21,Jarvis St / Carleton St,7055,5/5/2011 21:29,Jarvis St / Carleton St,7055,T01871,,Casual
1612,0h 9m 25s,5/5/2011 21:02,Melinda St / Yonge St,7036,5/5/2011 21:11,Jarvis St / Carleton St,7055,T01569,,Casual
1646,0h 10m 53s,5/5/2011 22:24,University Ave / King St W,7005,5/5/2011 22:35,Jarvis St / Carleton St,7055,T01652,M4Y2X4,Casual
1686,0h 5m 45s,5/5/2011 23:34,Edward St / Yonge St,7041,5/5/2011 23:40,Jarvis St / Carleton St,7055,T01628,M5A3J2,Casual
1914,0h 9m 36s,5/6/2011 10:29,Queen St / Ossington Ave,7035,5/6/2011 10:39,Jarvis St / Carleton St,7055,T01192,M4Y2G9,Casual
2004,0h 6m 52s,5/6/2011 12:58,University Ave / College St,7062,5/6/2011 13:05,Jarvis St / Carleton St,7055,T01673,M4X 1P4,Casual
2074,0h 34m 24s,5/6/2011 14:12,Navy Wharf Ct. / Bremner Blvd.,7054,5/6/2011 14:46,Jarvis St / Carleton St,7055,T01645,,Casual
2149,0h 8m 10s,5/6/2011 15:31,Lower Jarvis St / The Esplanade,7001,5/6/2011 15:39,Jarvis St / Carleton St,7055,T01552,M4Y2H9,Casual
2153,0h 11m 43s,5/6/2011 15:33,Queen St / Ossington Ave,7035,5/6/2011 15:45,Jarvis St / Carleton St,7055,T01388,,Casual
2162,0h 7m 33s,5/6/2011 15:50,Bond St / Queen St E,7045,5/6/2011 15:58,Jarvis St / Carleton St,7055,T01294,M4Y 2X3,Casual
2249,0h 10m 43s,5/6/2011 17:46,Phoebe St / Spadina Ave,7020,5/6/2011 17:57,Jarvis St / Carleton St,7055,T01531,,Casual
2308,0h 3m 13s,5/6/2011 18:55,Jarvis St / Isabella St,7031,5/6/2011 18:58,Jarvis St / Carleton St,7055,T01034,M4Y2H9,Casual
2332,0h 10m 14s,5/6/2011 19:46,Melinda St / Yonge St,7036,5/6/2011 19:56,Jarvis St / Carleton St,7055,T01297,N2M1H7,Casual
2333,0h 12m 42s,5/6/2011 19:47,Queen St / Ossington Ave,7035,5/6/2011 19:59,Jarvis St / Carleton St,7055,T01879,,Casual
2511,0h 9m 17s,5/7/2011 0:01,Queen St / Portland St,7049,5/7/2011 0:10,Jarvis St / Carleton St,7055,T01294,M5A2K5,Casual
2536,0h 6m 25s,5/7/2011 1:29,Elizabeth St / Edward St,7012,5/7/2011 1:36,Jarvis St / Carleton St,7055,T01449,M4Y2X4,Casual
2547,0h 4m 53s,5/7/2011 1:58,Bathurst St / Dundas St,7037,5/7/2011 2:03,Jarvis St / Carleton St,7055,T01229,,Casual
2683,0h 7m 30s,5/7/2011 10:56,Church St / Bloor St E,7034,5/7/2011 11:03,Jarvis St / Carleton St,7055,T01465,,Casual
2719,4h 29m 32s,5/7/2011 11:25,Granby St / Yonge St,7077,5/7/2011 15:54,Jarvis St / Carleton St,7055,T01857,,Casual
2878,0h 17m 48s,5/7/2011 12:52,Lower Jarvis St / The Esplanade,7001,5/7/2011 13:10,Jarvis St / Carleton St,7055,T01415,,Casual
2876,0h 17m 59s,5/7/2011 12:52,Lower Jarvis St / The Esplanade,7001,5/7/2011 13:10,Jarvis St / Carleton St,7055,T01496,,Casual
2987,0h 11m 40s,5/7/2011 13:41,Madison Ave / Bloor St W,7003,5/7/2011 13:52,Jarvis St / Carleton St,7055,T01383,,Casual
3240,0h 15m 54s,5/7/2011 15:21,Bloor St / Brunswick Ave,7061,5/7/2011 15:37,Jarvis St / Carleton St,7055,T01531,,Casual
3360,0h 14m 48s,5/7/2011 16:09,Edward St / Yonge St,7041,5/7/2011 16:23,Jarvis St / Carleton St,7055,T01642,,Casual
3370,0h 14m 3s,5/7/2011 16:10,Edward St / Yonge St,7041,5/7/2011 16:24,Jarvis St / Carleton St,7055,T01317,,Casual
3367,0h 14m 5s,5/7/2011 16:10,Edward St / Yonge St,7041,5/7/2011 16:24,Jarvis St / Carleton St,7055,T01333,,Casual
3395,0h 4m 28s,5/7/2011 16:21,Granby St / Yonge St,7077,5/7/2011 16:25,Jarvis St / Carleton St,7055,T01556,M4L2A7,Casual
3781,0h 12m 21s,5/7/2011 19:49,Church St / Bloor St E,7034,5/7/2011 20:02,Jarvis St / Carleton St,7055,T01603,,Casual
3780,0h 12m 46s,5/7/2011 19:49,Church St / Bloor St E,7034,5/7/2011 20:02,Jarvis St / Carleton St,7055,T01409,,Casual
3786,0h 16m 19s,5/7/2011 19:57,Widmer St / Adelaide St ,7017,5/7/2011 20:14,Jarvis St / Carleton St,7055,T01126,,Casual
3785,0h 17m 12s,5/7/2011 19:57,Widmer St / Adelaide St ,7017,5/7/2011 20:14,Jarvis St / Carleton St,7055,T01982,,Casual
3865,0h 6m 28s,5/7/2011 21:25,Queen St / Ossington Ave,7035,5/7/2011 21:32,Jarvis St / Carleton St,7055,T01964,,Casual
3881,0h 17m 42s,5/7/2011 21:46,Front St W / Blue Jays Way,7059,5/7/2011 22:04,Jarvis St / Carleton St,7055,T01699,,Casual
3899,0h 18m 3s,5/7/2011 22:05,Madison Ave / Bloor St W,7003,5/7/2011 22:23,Jarvis St / Carleton St,7055,T01604,,Casual
3898,0h 18m 27s,5/7/2011 22:05,Madison Ave / Bloor St W,7003,5/7/2011 22:23,Jarvis St / Carleton St,7055,T01322,,Casual
3922,0h 11m 48s,5/7/2011 22:19,Scott St / The Esplanade,7013,5/7/2011 22:31,Jarvis St / Carleton St,7055,T01794,M4X 1P4,Casual
3920,0h 11m 25s,5/7/2011 22:19,Scott St / The Esplanade,7013,5/7/2011 22:30,Jarvis St / Carleton St,7055,T01597,M4X1P4,Casual
3935,0h 3m 17s,5/7/2011 22:31,Gould St / Mutual St,7028,5/7/2011 22:34,Jarvis St / Carleton St,7055,T01291,M5G2R3,Casual
3954,0h 31m 3s,5/7/2011 22:57,Willcocks St / St. George St,7066,5/7/2011 23:28,Jarvis St / Carleton St,7055,T01607,M4K1C8,Subscriber
3952,0h 31m 2s,5/7/2011 22:57,Willcocks St / St. George St,7066,5/7/2011 23:28,Jarvis St / Carleton St,7055,T01162,M4K1C8,Casual
3958,0h 11m 47s,5/7/2011 23:09,Lower Jarvis St / The Esplanade,7001,5/7/2011 23:21,Jarvis St / Carleton St,7055,T01856,,Casual
3960,0h 11m 8s,5/7/2011 23:10,Lower Jarvis St / The Esplanade,7001,5/7/2011 23:21,Jarvis St / Carleton St,7055,T01149,,Casual
4096,0h 11m 44s,5/8/2011 1:58,Ted Rogers Way / Bloor St E,7025,5/8/2011 2:10,Jarvis St / Carleton St,7055,T01983,,Casual
4095,0h 10m 49s,5/8/2011 1:59,Ted Rogers Way / Bloor St E,7025,5/8/2011 2:10,Jarvis St / Carleton St,7055,T01052,,Casual
4109,0h 22m 52s,5/8/2011 2:48,Scott St / The Esplanade,7013,5/8/2011 3:11,Jarvis St / Carleton St,7055,T01868,,Casual
4110,0h 22m 7s,5/8/2011 2:49,Scott St / The Esplanade,7013,5/8/2011 3:11,Jarvis St / Carleton St,7055,T01013,,Casual
4112,0h 13m 55s,5/8/2011 2:58,Jarvis St / Carleton St,7055,5/8/2011 3:12,Jarvis St / Carleton St,7055,T01699,,Casual
4113,0h 13m 36s,5/8/2011 2:59,Jarvis St / Carleton St,7055,5/8/2011 3:12,Jarvis St / Carleton St,7055,T01603,,Casual
4211,0h 3m 8s,5/8/2011 10:24,Gould St / Mutual St,7028,5/8/2011 10:27,Jarvis St / Carleton St,7055,T01221,M4Y2H9,Casual
4253,5h 57m 30s,5/8/2011 10:47,Jarvis St / Carleton St,7055,5/8/2011 16:45,Jarvis St / Carleton St,7055,T01013,,Casual
4256,5h 54m 37s,5/8/2011 10:50,Jarvis St / Carleton St,7055,5/8/2011 16:45,Jarvis St / Carleton St,7055,T01604,,Casual
4310,0h 32m 6s,5/8/2011 11:32,Church St / Bloor St E,7034,5/8/2011 12:05,Jarvis St / Carleton St,7055,T01279,,Casual
4385,0h 16m 41s,5/8/2011 12:25,York St / Queens Quay W,7076,5/8/2011 12:42,Jarvis St / Carleton St,7055,T01167,,Casual
